note_id,original_id,bar,voice,staff,ordinal
mn-1-1-1-1,n1,1,1,1,1
mn-1-1-1-2,n2,1,1,1,2
mn-1-1-1-3,n3,1,1,1,3
mn-1-1-1-4,n4,1,1,1,4
mn-1-1-1-5,n5,1,1,1,5
mn-1-1-1-6,n6,1,1,1,6
mn-1-1-1-7,n7,1,1,1,7
mn-1-1-1-8,n8,1,1,1,8
mn-1-1-1-9,n9,1,1,1,9
mn-1-1-1-10,n10,1,1,1,10
mn-1-1-1-11,n11,1,1,1,11
mn-1-1-1-12,n12,1,1,1,12
mn-1-2-1-1,r1,1,2,1,1
mn-1-2-1-2,n13,1,2,1,2
mn-1-2-1-3,n14,1,2,1,3
mn-1-2-1-4,n15,1,2,1,4
mn-1-2-1-5,n16,1,2,1,5
mn-1-2-1-6,n17,1,2,1,6
mn-1-2-1-7,n18,1,2,1,7
mn-1-5-2-1,n19,1,5,2,1
mn-1-5-2-2,n20,1,5,2,2
mn-1-5-2-3,n21,1,5,2,3
mn-1-5-2-4,n22,1,5,2,4
mn-1-5-2-5,n23,1,5,2,5
mn-2-1-1-1,n24,2,1,1,1
mn-2-1-1-2,n25,2,1,1,2
mn-2-1-1-3,n26,2,1,1,3
mn-2-1-1-4,n27,2,1,1,4
mn-2-1-1-5,n28,2,1,1,5
mn-2-1-1-6,n29,2,1,1,6
mn-2-1-1-7,n30,2,1,1,7
mn-2-1-1-8,n31,2,1,1,8
mn-2-1-1-9,n32,2,1,1,9
mn-2-1-1-10,n33,2,1,1,10
mn-2-1-1-11,n34,2,1,1,11
mn-2-1-1-12,n35,2,1,1,12
mn-2-2-1-1,n36,2,2,1,1
mn-2-2-1-2,n37,2,2,1,2
mn-2-2-1-3,n38,2,2,1,3
mn-2-2-1-4,n39,2,2,1,4
mn-2-2-1-5,n40,2,2,1,5
mn-2-2-1-6,n41,2,2,1,6
mn-2-2-1-7,n42,2,2,1,7
mn-2-2-1-8,n43,2,2,1,8
mn-2-2-1-9,n44,2,2,1,9
mn-2-2-1-10,n45,2,2,1,10
mn-2-2-1-11,n46,2,2,1,11
mn-2-2-1-12,n47,2,2,1,12
mn-2-2-1-13,n48,2,2,1,13
mn-2-2-1-14,n49,2,2,1,14
mn-2-2-1-15,n50,2,2,1,15
mn-2-2-1-16,n51,2,2,1,16
mn-2-2-1-17,n52,2,2,1,17
mn-2-2-1-18,n53,2,2,1,18
mn-2-5-2-1,n54,2,5,2,1
mn-2-5-2-2,n55,2,5,2,2
mn-2-5-2-3,n56,2,5,2,3
mn-2-5-2-4,n57,2,5,2,4
mn-2-5-2-5,n58,2,5,2,5
mn-2-5-2-6,n59,2,5,2,6
mn-2-5-2-7,n60,2,5,2,7
mn-2-5-2-8,n61,2,5,2,8
mn-2-5-2-9,n62,2,5,2,9
mn-3-1-1-1,n63,3,1,1,1
mn-3-1-1-2,n64,3,1,1,2
mn-3-1-1-3,n65,3,1,1,3
mn-3-1-1-4,n66,3,1,1,4
mn-3-1-1-5,n67,3,1,1,5
mn-3-1-1-6,n68,3,1,1,6
